resume_text,quality
Basic computer knowledge with no significant technical experience.,0
"Experienced professional with skills in Deep Learning, Data Analysis, NLP, Python, Machine Learning and over 8 years of experience.",2
Fresher with no significant technical experience.,0
"Experienced professional with skills in PyTorch, NLP, Data Analysis, Machine Learning, Docker and over 4 years of experience.",2
"Graduate with knowledge of C++, Java, C, Excel seeking entry level opportunity.",1
"Graduate with knowledge of Excel, C, C++, Communication seeking entry level opportunity.",1
"Graduate with knowledge of JavaScript, C++, Communication, Excel seeking entry level opportunity.",1
"Graduate with knowledge of JavaScript, Basic Python, Java, Excel seeking entry level opportunity.",1
"Graduate with knowledge of Excel, CSS, C, Communication seeking entry level opportunity.",1
"Graduate with knowledge of JavaScript, CSS, Communication, Basic Python seeking entry level opportunity.",1
"Experienced professional with skills in Cloud, TensorFlow, Data Analysis, Deep Learning, PyTorch and over 9 years of experience.",2
"Graduate with knowledge of Basic Python, C++, Communication, JavaScript seeking entry level opportunity.",1
"Experienced professional with skills in PyTorch, Deep Learning, Cloud, Docker, Data Analysis and over 8 years of experience.",2
Basic computer knowledge with no significant technical experience.,0
Basic computer knowledge with no significant technical experience.,0
Interested in IT field with no significant technical experience.,0
"Graduate with knowledge of JavaScript, Excel, C++, Basic Python seeking entry level opportunity.",1
"Graduate with knowledge of C++, Communication, Excel, Basic Python seeking entry level opportunity.",1
"Graduate with knowledge of Java, C, Basic Python, Excel seeking entry level opportunity.",1
"Graduate with knowledge of Java, Communication, HTML, JavaScript seeking entry level opportunity.",1
Basic computer knowledge with no significant technical experience.,0
"Graduate with knowledge of Basic Python, CSS, Java, Excel seeking entry level opportunity.",1
"Experienced professional with skills in Cloud, Deep Learning, Machine Learning, PyTorch, TensorFlow and over 9 years of experience.",2
"Experienced professional with skills in Python, PyTorch, NLP, SQL, TensorFlow and over 10 years of experience.",2
"Experienced professional with skills in TensorFlow, Python, PyTorch, Deep Learning, SQL and over 8 years of experience.",2
"Experienced professional with skills in Cloud, SQL, Data Analysis, Deep Learning, Machine Learning and over 10 years of experience.",2
"Graduate with knowledge of Communication, JavaScript, Basic Python, Excel seeking entry level opportunity.",1
Basic computer knowledge with no significant technical experience.,0
Fresher with no significant technical experience.,0
"Experienced professional with skills in Data Analysis, Machine Learning, Python, SQL, Docker and over 7 years of experience.",2
Basic computer knowledge with no significant technical experience.,0
"Experienced professional with skills in Machine Learning, SQL, Docker, Cloud, TensorFlow and over 5 years of experience.",2
Looking for job opportunity with no significant technical experience.,0
"Experienced professional with skills in PyTorch, NLP, Deep Learning, Machine Learning, TensorFlow and over 3 years of experience.",2
"Graduate with knowledge of CSS, JavaScript, HTML, C++ seeking entry level opportunity.",1
"Experienced professional with skills in Data Analysis, Docker, Cloud, Machine Learning, NLP and over 3 years of experience.",2
"Graduate with knowledge of Basic Python, C, Java, C++ seeking entry level opportunity.",1
"Experienced professional with skills in Machine Learning, Python, NLP, TensorFlow, Data Analysis and over 7 years of experience.",2
"Graduate with knowledge of JavaScript, Excel, Java, CSS seeking entry level opportunity.",1
"Experienced professional with skills in Docker, Cloud, Machine Learning, NLP, TensorFlow and over 3 years of experience.",2
"Graduate with knowledge of C++, CSS, Communication, C seeking entry level opportunity.",1
Basic computer knowledge with no significant technical experience.,0
"Graduate with knowledge of CSS, HTML, Communication, C++ seeking entry level opportunity.",1
Fresher with no significant technical experience.,0
Basic computer knowledge with no significant technical experience.,0
"Experienced professional with skills in Docker, Deep Learning, Data Analysis, NLP, Cloud and over 3 years of experience.",2
"Graduate with knowledge of HTML, CSS, Excel, JavaScript seeking entry level opportunity.",1
"Experienced professional with skills in TensorFlow, Python, SQL, Machine Learning, Data Analysis and over 5 years of experience.",2
Looking for job opportunity with no significant technical experience.,0
Fresher with no significant technical experience.,0
"Experienced professional with skills in Cloud, TensorFlow, Python, Deep Learning, Machine Learning and over 10 years of experience.",2
"Experienced professional with skills in TensorFlow, SQL, Cloud, Docker, Machine Learning and over 3 years of experience.",2
Interested in IT field with no significant technical experience.,0
"Experienced professional with skills in Deep Learning, Data Analysis, Python, Docker, NLP and over 9 years of experience.",2
"Experienced professional with skills in Docker, PyTorch, SQL, Cloud, Data Analysis and over 5 years of experience.",2
Fresher with no significant technical experience.,0
"Graduate with knowledge of CSS, Java, Excel, HTML seeking entry level opportunity.",1
Looking for job opportunity with no significant technical experience.,0
"Experienced professional with skills in Cloud, Data Analysis, SQL, TensorFlow, Machine Learning and over 5 years of experience.",2
Interested in IT field with no significant technical experience.,0
Interested in IT field with no significant technical experience.,0
"Experienced professional with skills in PyTorch, TensorFlow, Deep Learning, Docker, NLP and over 6 years of experience.",2
"Graduate with knowledge of JavaScript, HTML, C, C++ seeking entry level opportunity.",1
Fresher with no significant technical experience.,0
"Experienced professional with skills in Python, Cloud, Docker, Deep Learning, TensorFlow and over 8 years of experience.",2
Interested in IT field with no significant technical experience.,0
"Graduate with knowledge of HTML, Communication, Excel, JavaScript seeking entry level opportunity.",1
"Experienced professional with skills in Cloud, Python, Machine Learning, PyTorch, NLP and over 10 years of experience.",2
"Graduate with knowledge of C, CSS, Java, JavaScript seeking entry level opportunity.",1
"Experienced professional with skills in Machine Learning, NLP, Data Analysis, SQL, Python and over 5 years of experience.",2
"Experienced professional with skills in TensorFlow, Deep Learning, Machine Learning, Data Analysis, SQL and over 7 years of experience.",2
Interested in IT field with no significant technical experience.,0
Basic computer knowledge with no significant technical experience.,0
Interested in IT field with no significant technical experience.,0
Basic computer knowledge with no significant technical experience.,0
"Experienced professional with skills in Docker, NLP, Data Analysis, Python, SQL and over 9 years of experience.",2
Interested in IT field with no significant technical experience.,0
"Experienced professional with skills in TensorFlow, PyTorch, Machine Learning, Docker, Data Analysis and over 8 years of experience.",2
"Experienced professional with skills in Machine Learning, Data Analysis, Docker, SQL, Python and over 6 years of experience.",2
Fresher with no significant technical experience.,0
"Experienced professional with skills in Deep Learning, SQL, Machine Learning, Python, Data Analysis and over 10 years of experience.",2
Fresher with no significant technical experience.,0
Interested in IT field with no significant technical experience.,0
Basic computer knowledge with no significant technical experience.,0
Interested in IT field with no significant technical experience.,0
"Experienced professional with skills in Data Analysis, PyTorch, Docker, SQL, Python and over 8 years of experience.",2
"Graduate with knowledge of JavaScript, Basic Python, Java, CSS seeking entry level opportunity.",1
"Experienced professional with skills in NLP, Machine Learning, PyTorch, SQL, Python and over 8 years of experience.",2
Basic computer knowledge with no significant technical experience.,0
